pathway	p-value
MSigDB:GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	3.474462230461086E-5
MSigDB:MASSARWEH_TAMOXIFEN_RESISTANCE_DN	3.512784334324738E-5
MSigDB:LINDSTEDT_DENDRITIC_CELL_MATURATION_B	3.590860668403341E-5
MSigDB:HALLMARK_KRAS_SIGNALING_DN	3.591511823701331E-5
MSigDB:WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS	3.600917461858114E-5
MSigDB:TOOKER_GEMCITABINE_RESISTANCE_DN	3.641293605953981E-5
MSigDB:WP_RAS_AND_BRADYKININ_PATHWAYS_IN_COVID19	3.6855039937541716E-5
MSigDB:WP_GENES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITIS	3.7453840278246115E-5
MSigDB:BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP	3.8703175587894165E-5
MSigDB:BIOCARTA_TH1TH2_PATHWAY	3.893564476125445E-5
MSigDB:TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP	3.911537958927591E-5
MSigDB:WORSCHECH_TUMOR_REJECTION_UP	3.929844257948625E-5
MSigDB:REACTOME_SIGNALING_BY_FGFR1	3.9955642043103923E-5
MSigDB:MCLACHLAN_DENTAL_CARIES_DN	4.0340455566935856E-5
MSigDB:SASAKI_TARGETS_OF_TP73_AND_TP63	4.103409940481529E-5
MSigDB:ROSS_ACUTE_MYELOID_LEUKEMIA_CBF	4.105787009702649E-5
MSigDB:SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP	4.1171670040695124E-5
MSigDB:BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	4.140826349022965E-5
MSigDB:MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP	4.170936688067854E-5
MSigDB:WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP	4.2324610486438376E-5
MSigDB:WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	4.2348621812777506E-5
MSigDB:BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN	4.276707149238587E-5
MSigDB:KEGG_PATHWAYS_IN_CANCER	4.362792263239835E-5
MSigDB:REACTOME_DISEASES_OF_IMMUNE_SYSTEM	4.444954810270807E-5
MSigDB:DELACROIX_RAR_BOUND_ES	4.4718699278390565E-5
MSigDB:WP_ROLES_OF_CERAMIDES_IN_DEVELOPMENT_OF_INSULIN_RESISTANCE	4.489567947293108E-5
MSigDB:VALK_AML_CLUSTER_4	4.566210367323428E-5
MSigDB:WP_PENTOSE_PHOSPHATE_METABOLISM	4.57484139014563E-5
MSigDB:PID_AP1_PATHWAY	4.595816352221485E-5
MSigDB:TRAYNOR_RETT_SYNDROM_DN	4.614832335243917E-5
MSigDB:WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS	4.709458977055637E-5
MSigDB:HALLMARK_MTORC1_SIGNALING	4.75593350935321E-5
MSigDB:REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	4.784954263592223E-5
MSigDB:WP_BLADDER_CANCER	4.7999684230050405E-5
MSigDB:MIKKELSEN_MCV6_LCP_WITH_H3K4ME3	4.832699586584969E-5
MSigDB:KEGG_ASTHMA	4.8513039279142074E-5
MSigDB:REACTOME_GLYCOLYSIS	5.0082027712885276E-5
MSigDB:CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5	5.036472980453605E-5
MSigDB:POOLA_INVASIVE_BREAST_CANCER_DN	5.052443656819525E-5
MSigDB:BAKER_HEMATOPOIESIS_STAT3_TARGETS	5.127620243141787E-5
MSigDB:LANDIS_ERBB2_BREAST_TUMORS_65_UP	5.1328351933975805E-5
MSigDB:FIGUEROA_AML_METHYLATION_CLUSTER_4_DN	5.1748131712161516E-5
MSigDB:MATZUK_CUMULUS_EXPANSION	5.281171136536693E-5
MSigDB:RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN	5.292740491870284E-5
MSigDB:SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1A	5.32087596314783E-5
MSigDB:PLASARI_NFIC_TARGETS_BASAL_DN	5.389313369597919E-5
MSigDB:PID_TCPTP_PATHWAY	5.421529723585825E-5
MSigDB:ROZANOV_MMP14_TARGETS_DN	5.423717052170047E-5
MSigDB:REACTOME_FORMATION_OF_LATERAL_PLATE_MESODERM	5.5392103531902575E-5
MSigDB:BIOCARTA_CBL_PATHWAY	5.7090679047922036E-5
MSigDB:HUANG_DASATINIB_RESISTANCE_DN	5.744479069288418E-5
MSigDB:SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	5.864841307653434E-5
MSigDB:REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	5.869108777315456E-5
MSigDB:BAE_BRCA1_TARGETS_DN	5.881025418261849E-5
MSigDB:KIM_MYCL1_AMPLIFICATION_TARGETS_UP	5.949360114860966E-5
MSigDB:KUNINGER_IGF1_VS_PDGFB_TARGETS_DN	6.079928521888658E-5
MSigDB:WP_FOXP3_IN_COVID19	6.139712411936926E-5
MSigDB:KORKOLA_SEMINOMA_UP	6.155722966454561E-5
MSigDB:CHEN_LIVER_METABOLISM_QTL_CIS	6.185815379169307E-5
MSigDB:KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP	6.232559982253714E-5
MSigDB:BIOCARTA_NKCELLS_PATHWAY	6.40086730189811E-5
MSigDB:VANTVEER_BREAST_CANCER_ESR1_DN	6.448866884762252E-5
MSigDB:REACTOME_FRUCTOSE_CATABOLISM	6.51498140465101E-5
MSigDB:ZHAN_EARLY_DIFFERENTIATION_GENES_UP	6.673530085984895E-5
MSigDB:SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	6.790396975710675E-5
MSigDB:SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	6.817208559129482E-5
MSigDB:GAL_LEUKEMIC_STEM_CELL_DN	6.849956453926623E-5
MSigDB:AFFAR_YY1_TARGETS_UP	7.069547129338131E-5
MSigDB:HAHTOLA_CTCL_PATHOGENESIS	7.283973812948821E-5
MSigDB:MORI_SMALL_PRE_BII_LYMPHOCYTE_UP	7.312836722929182E-5
MSigDB:TSAI_RESPONSE_TO_IONIZING_RADIATION	7.31644803215227E-5
MSigDB:WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	7.38436162191955E-5
MSigDB:HEDVAT_ELF4_TARGETS_UP	7.48990760524492E-5
MSigDB:GARY_CD5_TARGETS_UP	7.553054927497562E-5
MSigDB:ONO_FOXP3_TARGETS_UP	7.705076339475933E-5
MSigDB:REACTOME_SIGNALING_BY_INTERLEUKINS	7.931195352538961E-5
MSigDB:REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION	7.962502571931448E-5
MSigDB:SHEN_SMARCA2_TARGETS_DN	8.035351716856387E-5
MSigDB:WP_GLUCURONIDATION	8.066628666408246E-5
MSigDB:SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN	8.390618781439413E-5
MSigDB:MATZUK_EARLY_ANTRAL_FOLLICLE	8.391804676634287E-5
MSigDB:TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP	8.398795439889767E-5
MSigDB:SERVITJA_ISLET_HNF1A_TARGETS_DN	8.433705271189716E-5
MSigDB:LIM_MAMMARY_STEM_CELL_DN	8.553058332691398E-5
MSigDB:HOOI_ST7_TARGETS_UP	8.636882868476423E-5
MSigDB:FERRARI_RESPONSE_TO_FENRETINIDE_DN	8.730332227499804E-5
MSigDB:WP_REGULATION_OF_ACTIN_CYTOSKELETON	8.760439276688829E-5
MSigDB:HOLLERN_PAPILLARY_BREAST_TUMOR	8.908381651853824E-5
MSigDB:DOANE_BREAST_CANCER_CLASSES_UP	8.963734539318032E-5
MSigDB:PEDRIOLI_MIR31_TARGETS_UP	9.007563502548651E-5
MSigDB:BIOCARTA_IL10_PATHWAY	9.114230058353177E-5
MSigDB:WP_TGFBETA_RECEPTOR_SIGNALING	9.293345085435815E-5
MSigDB:OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	9.413827677539179E-5
MSigDB:FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	9.497642907007882E-5
MSigDB:GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_2	9.527799649066429E-5
MSigDB:PID_SHP2_PATHWAY	9.557482397281042E-5
MSigDB:WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS	9.57290957241015E-5
MSigDB:BIOCARTA_ERK_PATHWAY	9.59430753490027E-5
MSigDB:CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	9.766972674450663E-5
MSigDB:PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	9.781086138892524E-5
MSigDB:BIOCARTA_MCALPAIN_PATHWAY	9.846752787209397E-5
MSigDB:HOLLMANN_APOPTOSIS_VIA_CD40_DN	9.895050690137914E-5
MSigDB:WP_S1P_RECEPTOR_SIGNAL_TRANSDUCTION	1.0000377670386473E-4
MSigDB:PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7	1.0165386529608669E-4
MSigDB:AKL_HTLV1_INFECTION_UP	1.0249988521048434E-4
MSigDB:MIKKELSEN_NPC_WITH_LCP_H3K27ME3	1.0322169643354203E-4
MSigDB:AMIT_SERUM_RESPONSE_120_MCF10A	1.074360664383839E-4
MSigDB:TING_SILENCED_BY_DICER	1.1001158849937684E-4
MSigDB:WP_BLOOD_CLOTTING_CASCADE	1.1337966548979589E-4
MSigDB:WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING	1.1358235101014354E-4
MSigDB:RIZKI_TUMOR_INVASIVENESS_3D_UP	1.1612779569747343E-4
MSigDB:LEE_DIFFERENTIATING_T_LYMPHOCYTE	1.168702012759041E-4
MSigDB:REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	1.1826268958356992E-4
MSigDB:WP_NOTCH1_REGULATION_OF_ENDOTHELIAL_CELL_CALCIFICATION	1.2019390361359277E-4
MSigDB:MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	1.2204165959113236E-4
MSigDB:CASTELLANO_NRAS_TARGETS_DN	1.2333391118549822E-4
MSigDB:GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP	1.2482200076811207E-4
MSigDB:REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	1.2620933128178796E-4
MSigDB:GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_UP	1.284520548260131E-4
MSigDB:RAY_TARGETS_OF_P210_BCR_ABL_FUSION_DN	1.3018511098051764E-4
MSigDB:MATZUK_CENTRAL_FOR_FEMALE_FERTILITY	1.3188540335747802E-4
MSigDB:WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE	1.32971591648355E-4
MSigDB:REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	1.3332417948014826E-4
MSigDB:DAZARD_RESPONSE_TO_UV_SCC_UP	1.3449097478056865E-4
MSigDB:PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	1.3504171732880773E-4
MSigDB:CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	1.355702070222503E-4
MSigDB:REACTOME_PENTOSE_PHOSPHATE_PATHWAY	1.3586318922488523E-4
MSigDB:CHANG_IMMORTALIZED_BY_HPV31_UP	1.380463677257464E-4
MSigDB:SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	1.4017879741675911E-4
MSigDB:WANG_METHYLATED_IN_BREAST_CANCER	1.402601045519931E-4
MSigDB:CAIRO_HEPATOBLASTOMA_CLASSES_DN	1.4158107132076865E-4
MSigDB:REACTOME_HDL_CLEARANCE	1.43248927045247E-4
MSigDB:WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME	1.4705557981124466E-4
MSigDB:BROWNE_HCMV_INFECTION_4HR_UP	1.487067500359531E-4
MSigDB:DEMAGALHAES_AGING_DN	1.5197768884965914E-4
MSigDB:ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	1.5767899405700396E-4
MSigDB:GUILLAUMOND_KLF10_TARGETS_DN	1.5797940332956158E-4
MSigDB:CHYLA_CBFA2T3_TARGETS_DN	1.5952701036148006E-4
MSigDB:HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	1.6077775070279108E-4
MSigDB:REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A	1.6324735117432263E-4
MSigDB:CAIRO_HEPATOBLASTOMA_DN	1.6410895714491082E-4
MSigDB:WP_TRANSCRIPTION_FACTORS_REGULATE_MIRNAS_RELATED_TO_CARDIAC_HYPERTROPHY	1.6582617304914472E-4
MSigDB:REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	1.6766493156817315E-4
MSigDB:MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN	1.7096304297875307E-4
MSigDB:MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_18	1.719451037117538E-4
MSigDB:BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	1.7360598315511476E-4
MSigDB:BIOCARTA_ACE2_PATHWAY	1.7496279722890054E-4
MSigDB:MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP	1.7648172066696564E-4
MSigDB:REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE	1.766639731018498E-4
MSigDB:WP_SULFATION_BIOTRANSFORMATION_REACTION	1.7876915710309294E-4
MSigDB:DODD_NASOPHARYNGEAL_CARCINOMA_UP	1.801154569667984E-4
MSigDB:CLAUS_PGR_POSITIVE_MENINGIOMA_DN	1.8132290563781855E-4
MSigDB:BASAKI_YBX1_TARGETS_DN	1.814309321794941E-4
MSigDB:KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1.821456479977882E-4
MSigDB:KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_OLD	1.8251922473644773E-4
MSigDB:WP_EMBRYONIC_STEM_CELL_PLURIPOTENCY_PATHWAYS	1.8282047598838888E-4
MSigDB:REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	1.858013337727726E-4
MSigDB:MIKKELSEN_MEF_HCP_WITH_H3K27ME3	1.8865933281590955E-4
MSigDB:REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	1.8866809422972975E-4
MSigDB:SENESE_HDAC2_TARGETS_UP	1.9035899479146278E-4
MSigDB:SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	1.931457156432602E-4
MSigDB:BENPORATH_PRC2_TARGETS	1.9359952107765778E-4
MSigDB:FOROUTAN_TGFB_EMT_DN	1.950516779221344E-4
MSigDB:WP_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY	1.9518000357077696E-4
MSigDB:WP_COMPLEMENT_AND_COAGULATION_CASCADES	1.9653053687982154E-4
MSigDB:PID_NFAT_TFPATHWAY	1.9896064493196195E-4
MSigDB:STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	2.0286198714911612E-4
MSigDB:KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	2.065468816231366E-4
MSigDB:WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY	2.065468816231366E-4
MSigDB:CHEBOTAEV_GR_TARGETS_UP	2.0664491535359018E-4
MSigDB:REACTOME_GLYCOGEN_METABOLISM	2.08346183073043E-4
MSigDB:GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_UP	2.0839596386543538E-4
MSigDB:REACTOME_SIGNALING_BY_FGFR4	2.0882468717585534E-4
MSigDB:NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN	2.1260458292658157E-4
MSigDB:REACTOME_MAP2K_AND_MAPK_ACTIVATION	2.1268088476148692E-4
MSigDB:JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN	2.135057039818012E-4
MSigDB:RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_UP	2.1581808781185425E-4
MSigDB:WP_LDL_INFLUENCE_ON_CD14_AND_TLR4	2.1679361323959683E-4
MSigDB:VANTVEER_BREAST_CANCER_ESR1_UP	2.1738487085706744E-4
MSigDB:REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	2.1788221415045908E-4
MSigDB:PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_UP	2.211459391528393E-4
MSigDB:PID_CXCR4_PATHWAY	2.2134163833937526E-4
MSigDB:MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_UP	2.2278125800561762E-4
MSigDB:XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP	2.2368737901305627E-4
MSigDB:CHEN_LUNG_CANCER_SURVIVAL	2.2396360941710623E-4
MSigDB:SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	2.2452035769989127E-4
MSigDB:TAKAYAMA_BOUND_BY_AR	2.2573212366767547E-4
MSigDB:POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_UP	2.2731993811205437E-4
MSigDB:MULLIGHAN_NPM1_SIGNATURE_3_DN	2.2756483821683977E-4
MSigDB:BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_DN	2.2943692227971748E-4
MSigDB:LEIN_PONS_MARKERS	2.332497422748727E-4
MSigDB:IIZUKA_LIVER_CANCER_EARLY_RECURRENCE	2.3335812527149356E-4
MSigDB:BIOCARTA_TSP1_PATHWAY	2.362991238540785E-4
MSigDB:WP_MONOAMINE_TRANSPORT	2.384762630137573E-4
MSigDB:KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	2.3867434303359383E-4
MSigDB:MIKKELSEN_MEF_ICP_WITH_H3K27ME3	2.4008332282068388E-4
MSigDB:MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN	2.407468750289955E-4
MSigDB:TAVOR_CEBPA_TARGETS_DN	2.4382598998794132E-4
MSigDB:YANG_BCL3_TARGETS_UP	2.4709774801669643E-4
MSigDB:WANG_BARRETTS_ESOPHAGUS_UP	2.471792113429192E-4
MSigDB:WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT	2.521817243413825E-4
MSigDB:ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN	2.5277415747459764E-4
MSigDB:SHIN_B_CELL_LYMPHOMA_CLUSTER_6	2.545137803555905E-4
MSigDB:KORKOLA_EMBRYONAL_CARCINOMA_UP	2.5571360510133543E-4
MSigDB:NOURUZI_NEPC_ASCL1_TARGETS	2.557232637892362E-4
MSigDB:PID_HNF3B_PATHWAY	2.5884539668833475E-4
MSigDB:WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	2.6201356729632164E-4
MSigDB:GEISS_RESPONSE_TO_DSRNA_DN	2.639021728402983E-4
MSigDB:SU_LIVER	2.6665959201933593E-4
MSigDB:DOANE_BREAST_CANCER_ESR1_UP	2.6995496217311065E-4
MSigDB:VANDESLUIS_COMMD1_TARGETS_GROUP_4_DN	2.7087883570969806E-4
MSigDB:BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP	2.726701084951242E-4
MSigDB:REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	2.7421761811349175E-4
MSigDB:XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_UP	2.7716759665713774E-4
MSigDB:HANSON_HRAS_SIGNALING_VIA_NFKB	2.793358059681623E-4
MSigDB:CALVET_IRINOTECAN_SENSITIVE_VS_RESISTANT_UP	2.809315110825496E-4
MSigDB:REACTOME_COMPLEMENT_CASCADE	2.8684723401197556E-4
MSigDB:VANTVEER_BREAST_CANCER_METASTASIS_UP	2.889395669304989E-4
MSigDB:KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	2.907233124201937E-4
MSigDB:KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	2.9413972397989357E-4
MSigDB:FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_DN	2.979421268179952E-4
MSigDB:WP_KALLMANN_SYNDROME	2.993142171582883E-4
MSigDB:TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP	2.9985764562533943E-4
MSigDB:TERAMOTO_OPN_TARGETS_CLUSTER_4	3.012207148443122E-4
MSigDB:RODRIGUES_NTN1_TARGETS_UP	3.031277052684013E-4
MSigDB:DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN	3.034527533441319E-4
MSigDB:REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	3.0689878133997124E-4
MSigDB:STEGER_ADIPOGENESIS_UP	3.140926185604079E-4
MSigDB:HUANG_FOXA2_TARGETS_UP	3.171491240736937E-4
MSigDB:REACTOME_SIGNALING_BY_FGFR3	3.1918937232788694E-4
MSigDB:PID_INTEGRIN4_PATHWAY	3.201514974157164E-4
MSigDB:MARTINELLI_IMMATURE_NEUTROPHIL_UP	3.2213930046470193E-4
MSigDB:WEINMANN_ADAPTATION_TO_HYPOXIA_UP	3.253255830639984E-4
MSigDB:KEGG_TYPE_II_DIABETES_MELLITUS	3.2672304998045354E-4
MSigDB:PID_PTP1B_PATHWAY	3.286611974921328E-4
MSigDB:TERAMOTO_OPN_TARGETS_CLUSTER_5	3.3034697647508013E-4
MSigDB:WP_AGERAGE_PATHWAY	3.348662858373144E-4
MSigDB:REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	3.37801232037511E-4
MSigDB:BIOCARTA_VOBESITY_PATHWAY	3.3948911827645363E-4
MSigDB:HAHTOLA_MYCOSIS_FUNGOIDES_SKIN_DN	3.399800133031824E-4
MSigDB:ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN	3.415607011494416E-4
MSigDB:IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN	3.4280293331521197E-4
MSigDB:REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	3.4957015953110296E-4
MSigDB:SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER	3.526366805024855E-4
MSigDB:JOHNSTONE_PARVB_TARGETS_2_UP	3.5951240563773665E-4
MSigDB:WP_ACE_INHIBITOR_PATHWAY	3.5957520970410304E-4
MSigDB:OUYANG_PROSTATE_CANCER_PROGRESSION_DN	3.5977386956886524E-4
MSigDB:REACTOME_PREDNISONE_ADME	3.6423371218698565E-4
MSigDB:COATES_MACROPHAGE_M1_VS_M2_UP	3.660649792755997E-4
MSigDB:BECKER_TAMOXIFEN_RESISTANCE_DN	3.6735730455196206E-4
MSigDB:REACTOME_INTRA_GOLGI_TRAFFIC	3.6930999998625397E-4
MSigDB:DAVIES_MULTIPLE_MYELOMA_VS_MGUS_DN	3.8459154075561E-4
MSigDB:BIOCARTA_PRION_PATHWAY	3.852043101512709E-4
MSigDB:BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN	3.863034525342398E-4
MSigDB:BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN	3.92315484409843E-4
MSigDB:WP_INTERLEUKIN11_SIGNALING_PATHWAY	3.952990590403626E-4
MSigDB:LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_UP	3.9574817835001414E-4
MSigDB:JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN	4.027992046532022E-4
MSigDB:LEE_LIVER_CANCER_MYC_TGFA_DN	4.0555552725435215E-4
MSigDB:REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	4.073735480938674E-4
MSigDB:HALLMARK_APICAL_SURFACE	4.0767790312929076E-4
MSigDB:RUAN_RESPONSE_TO_TNF_DN	4.1190719698698525E-4
MSigDB:BIOCARTA_CTLA4_PATHWAY	4.1592951540143116E-4
MSigDB:ZHENG_IL22_SIGNALING_DN	4.1617895965284705E-4
MSigDB:RUAN_RESPONSE_TO_TROGLITAZONE_UP	4.2932944356389167E-4
MSigDB:BIOCARTA_AGR_PATHWAY	4.3119823962202035E-4
MSigDB:REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	4.331475682325222E-4
MSigDB:OHGUCHI_LIVER_HNF4A_TARGETS_UP	4.3390166660168226E-4
MSigDB:DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	4.3404263042463956E-4
MSigDB:HAN_JNK_SINGALING_UP	4.343002833968456E-4
MSigDB:PID_ARF6_PATHWAY	4.395173625363298E-4
MSigDB:REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	4.40358214838184E-4
MSigDB:KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_DN	4.425009490917337E-4
MSigDB:LEE_AGING_MUSCLE_DN	4.4415287301000295E-4
MSigDB:REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	4.456103028981769E-4
MSigDB:DORSAM_HOXA9_TARGETS_DN	4.4980579056266216E-4
MSigDB:REACTOME_MET_RECEPTOR_RECYCLING	4.4994925197997855E-4
MSigDB:EHRLICH_ICF_SYNDROM_DN	4.506785572698097E-4
MSigDB:FIGUEROA_AML_METHYLATION_CLUSTER_7_UP	4.5167496150222636E-4
MSigDB:BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_DN	4.572378570650294E-4
MSigDB:VERNOCHET_ADIPOGENESIS	4.625206257928477E-4
MSigDB:JAEGER_METASTASIS_DN	4.642095352759185E-4
MSigDB:REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	4.671539790855537E-4
MSigDB:SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP	4.753768855757517E-4
MSigDB:BROWNE_HCMV_INFECTION_12HR_DN	4.8357077936727103E-4
MSigDB:FOROUTAN_PRODRANK_TGFB_EMT_DN	4.916400829190347E-4
MSigDB:WP_IL3_SIGNALING_PATHWAY	5.012026768817173E-4
MSigDB:BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_DN	5.058964510869621E-4
MSigDB:WOOD_EBV_EBNA1_TARGETS_DN	5.059637860447302E-4
MSigDB:WP_NEPHROTIC_SYNDROME	5.061776838862802E-4
MSigDB:KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS_AND_CYCLIC_RGD	5.080827596653128E-4
MSigDB:LEE_LIVER_CANCER_MYC_E2F1_DN	5.16381823478459E-4
MSigDB:PID_VEGF_VEGFR_PATHWAY	5.16906574648867E-4
MSigDB:BIOCARTA_HSP27_PATHWAY	5.241625737564141E-4
MSigDB:BIDUS_METASTASIS_DN	5.270085337460049E-4
MSigDB:VANTVEER_BREAST_CANCER_POOR_PROGNOSIS	5.34636460059181E-4
MSigDB:AMIT_EGF_RESPONSE_120_HELA	5.360838111555883E-4
